case_id,online_baseline_ms,online_anchor_ms,online_anchor_raw_score,inferred_hardware_ms,local_anchor_ms,local_candidate_ms,local_ratio,projected_online_ms_raw,bias_factor,projected_online_ms_corrected,projected_raw_score,projected_display_score
1,0.105,0.022,82.6772,6.732522982929434e-08,0.03704319894313812,0.045824001232783,1.237042224758276,0.027214928944682068,1.0,0.027214928944682068,79.4161751982989,79.4161751982989
2,0.125,0.033,79.1139,-6.526092345764489e-08,0.05314559936523437,0.06724266707897186,1.26525371586945,0.04175337262369185,1.0,0.04175337262369185,74.96098306961873,74.96098306961873
3,0.146,0.042,77.6596,8.676915066498819e-08,0.06111999750137329,0.08712533116340637,1.4254799529638196,0.059870158024480424,1.0,0.059870158024480424,70.91850402342209,70.91850402342209
4,0.171,0.056,75.3304,1.5791302117899283e-08,0.08633599877357483,0.113237331310908,1.3115888264394175,0.07344897428060738,1.0,0.07344897428060738,69.95325171848033,69.95325171848033
5,0.124,0.024,83.7838,3.551998294773034e-08,0.05023999810218811,0.05819733440876007,1.1583864770533379,0.02780127544928011,1.0,0.02780127544928011,81.68575800338556,81.68575800338556
6,0.16,0.044,78.4314,9.848266353226857e-08,0.077811199426651,0.09890133142471313,1.2710423711941725,0.05592586433254359,1.0,0.05592586433254359,74.09952854063928,74.09952854063928
7,0.204,0.065,75.8364,-1.6256134752200516e-07,0.10512640476226806,0.1157973309357961,1.1015056702229966,0.07159786856449478,1.0,0.07159786856449478,74.02086342876845,74.02086342876845
8,0.271,0.096,73.842,2.9359953027076644e-07,0.15964159965515137,0.166485329469045,1.0428693387480272,0.10011545651981062,1.0,0.10011545651981062,73.0231334833011,73.0231334833011
9,0.176,0.046,79.27929999999999,7.855379053306957e-08,0.06791679859161377,0.10197333494822185,1.501444960051655,0.06906646816237613,1.0,0.06906646816237613,71.81726475935615,71.81726475935615
10,0.285,0.091,75.7979,2.0156679420633285e-07,0.14489599466323852,0.16699733336766562,1.1525324337349292,0.10488045146987855,1.0,0.10488045146987855,73.09935444231294,73.09935444231294
11,0.363,0.153,70.3488,-4.717722912252055e-07,0.21935360431671141,0.2637653350830078,1.202466382554503,0.18397735653083896,1.0,0.18397735653083896,66.36469339318178,66.36469339318178
12,0.569,0.278,67.17830000000001,5.85040429295953e-07,0.398528003692627,0.4700160026550293,1.17938011457167,0.3278676718509243,1.0,0.3278676718509243,63.44304462666262,63.44304462666262
13,0.109,0.022,83.2061,-1.3551726930702132e-08,0.04500479996204376,0.04667733112970988,1.0371633952173256,0.022817594694781163,1.0,0.022817594694781163,82.69001675554912,82.69001675554912
14,0.125,0.035,78.125,0.0,0.053964799642562865,0.07603199779987335,1.4089183746344487,0.049312143112205706,1.0,0.049312143112205706,71.7104372467825,71.7104372467825
15,0.152,0.047,76.3819,-3.6009536826528226e-08,0.08065279722213745,0.10154666503270467,1.2590594316650967,0.059175793288259546,1.0,0.059175793288259546,71.9779392348291,71.9779392348291
16,0.185,0.071,72.26559999999999,-1.4371945968501975e-07,0.1089792013168335,0.15146666765213013,1.3898676611858578,0.0986806039441959,1.0,0.0986806039441959,65.21417174680766,65.21417174680766
17,0.123,0.032,79.3548,-1.0219793698546228e-07,0.05135359764099121,0.09130666653315227,1.7779994144026614,0.056895981260885166,1.0,0.056895981260885166,68.37282388667232,68.37282388667232
18,0.183,0.06,75.3086,-2.0151252936178095e-07,0.10515199899673462,0.10641066233317058,1.0119699420690522,0.060718196524143134,1.0,0.060718196524143134,75.08667859203963,75.08667859203963
19,0.263,0.091,74.2938,1.0702319112411555e-07,0.1602944016456604,0.15769599874814352,0.9837898088090389,0.08952487260162253,1.0,0.08952487260162253,74.604679869677,74.604679869677
20,0.404,0.153,72.5314,-2.2635078156296836e-07,0.28852479457855223,0.260863999525706,0.9041302668865935,0.1383319308336488,1.0,0.1383319308336488,74.49310397385685,74.49310397385685
21,0.191,0.06,76.09559999999999,-8.430540020971275e-08,0.10599679946899414,0.11101866761843364,1.047377545120204,0.06284265270721225,1.0,0.06284265270721225,75.24344526021342,75.24344526021342
22,0.399,0.161,71.25,4.6531406179142585e-17,0.2662015914916992,0.27409066756566364,1.0296357209202127,0.16577135106815424,1.0,0.16577135106815424,70.64805947493083,70.64805947493083
23,0.532,0.278,65.679,-3.1889788871163716e-07,0.40037121772766116,0.4684799909591675,1.1701140596920605,0.3252917085943928,1.0,0.3252917085943928,62.05588106997577,62.05588106997577
24,0.899,0.524,63.1764,6.52682067910711e-07,0.7592959880828858,0.8718506495157877,1.148235553986116,0.6016754302887248,1.0,0.6016754302887248,59.90636690448089,59.90636690448089
