case_id,online_baseline_ms,online_anchor_ms,online_anchor_raw_score,inferred_hardware_ms,local_anchor_ms,local_candidate_ms,local_ratio,projected_online_ms_raw,bias_factor,projected_online_ms_corrected,projected_raw_score,projected_display_score
1,0.105,0.022,82.6772,6.732522982929434e-08,0.03704319894313812,0.03953066716591517,1.0671504700929135,0.023477310342044096,1.0,0.023477310342044096,81.72652621725395,81.72652621725395
2,0.125,0.033,79.1139,-6.526092345764489e-08,0.05314559936523437,0.06378666559855144,1.200224785502711,0.03960741792158946,1.0,0.03960741792158946,75.93823396493684,75.93823396493684
3,0.146,0.042,77.6596,8.676915066498819e-08,0.06111999750137329,0.08204799890518188,1.3424084139293095,0.056381153385031,1.0,0.056381153385031,72.14112380591313,72.14112380591313
4,0.171,0.056,75.3304,1.5791302117899283e-08,0.08633599877357483,0.10903466741243999,1.2629108247000742,0.07072300618320415,1.0,0.07072300618320415,70.74213135563221,70.74213135563221
5,0.124,0.024,83.7838,3.551998294773034e-08,0.05023999810218811,0.05341866612434387,1.0632696684361005,0.025518472042466413,1.0,0.025518472042466413,82.93291236972452,82.93291236972452
6,0.16,0.044,78.4314,9.848266353226857e-08,0.077811199426651,0.09408000111579895,1.2090804641108737,0.05319954042087844,1.0,0.05319954042087844,75.04708922834645,75.04708922834645
7,0.204,0.065,75.8364,-1.6256134752200516e-07,0.10512640476226806,0.11285332838694255,1.0735012639512223,0.06977758215682944,1.0,0.06977758215682944,74.51301114412618,74.51301114412618
8,0.271,0.096,73.842,2.9359953027076644e-07,0.15964159965515137,0.16556800405184427,1.0371231834903607,0.09956382561507462,1.0,0.09956382561507462,73.13183778263266,73.13183778263266
9,0.176,0.046,79.27929999999999,7.855379053306957e-08,0.06791679859161377,0.09864532947540283,1.452443747658968,0.06681241239231253,1.0,0.06681241239231253,72.48395318425128,72.48395318425128
10,0.285,0.091,75.7979,2.0156679420633285e-07,0.14489599466323852,0.1627946694691976,1.1235277403461599,0.10224102437150055,1.0,0.10224102437150055,73.59759870287682,73.59759870287682
11,0.363,0.153,70.3488,-4.717722912252055e-07,0.21935360431671141,0.2608426610628764,1.1891423524833513,0.18193877992995275,1.0,0.18193877992995275,66.61295848608732,66.61295848608732
12,0.569,0.278,67.17830000000001,5.85040429295953e-07,0.398528003692627,0.4680960178375244,1.1745624234691252,0.32652835372441685,1.0,0.32652835372441685,63.537927753854355,63.537927753854355
13,0.109,0.022,83.2061,-1.3551726930702132e-08,0.04500479996204376,0.0431573341290156,0.9589495823870725,0.021096890812515593,1.0,0.021096890812515593,83.78370164167212,83.78370164167212
14,0.125,0.035,78.125,0.0,0.053964799642562865,0.07310933371384938,1.354759661818274,0.0474165881636396,1.0,0.0474165881636396,72.49882469624282,72.49882469624282
15,0.152,0.047,76.3819,-3.6009536826528226e-08,0.08065279722213745,0.09800533453623454,1.215151090994451,0.05711210127673919,1.0,0.05711210127673919,72.68827711647162,72.68827711647162
16,0.185,0.071,72.26559999999999,-1.4371945968501975e-07,0.1089792013168335,0.1472640037536621,1.3513037531402328,0.09594256647295651,1.0,0.09594256647295651,65.84974173341644,65.84974173341644
17,0.123,0.032,79.3548,-1.0219793698546228e-07,0.05135359764099121,0.08659199873606364,1.6861914785682826,0.05395812731418504,1.0,0.05395812731418504,69.50794631103837,69.50794631103837
18,0.183,0.06,75.3086,-2.0151252936178095e-07,0.10515199899673462,0.10338133573532104,0.9831609167842015,0.05898965500705208,1.0,0.05898965500705208,75.62302476420174,75.62302476420174
19,0.263,0.091,74.2938,1.0702319112411555e-07,0.1602944016456604,0.15505066514015198,0.9672868393925573,0.08802310238472272,1.0,0.08802310238472272,74.92385873234316,74.92385873234316
20,0.404,0.153,72.5314,-2.2635078156296836e-07,0.28852479457855223,0.25732266902923584,0.8918563460208219,0.13645402094118575,1.0,0.13645402094118575,74.75194416057951,74.75194416057951
21,0.191,0.06,76.09559999999999,-8.430540020971275e-08,0.10599679946899414,0.10698666175206502,1.0093386053921414,0.06056031632352848,1.0,0.06056031632352848,75.92610753444116,75.92610753444116
22,0.399,0.161,71.25,4.6531406179142585e-17,0.2662015914916992,0.2712106704711914,1.0188168633832093,0.1640295150046967,1.0,0.1640295150046967,70.86662232914587,70.86662232914587
23,0.532,0.278,65.679,-3.1889788871163716e-07,0.40037121772766116,0.46566398938496906,1.1630805831345277,0.32333640211139875,1.0,0.32333640211139875,62.197741250118554,62.197741250118554
24,0.899,0.524,63.1764,6.52682067910711e-07,0.7592959880828858,0.8701866467793783,1.1460440466391448,0.6005270804389119,1.0,0.6005270804389119,59.95224372005891,59.95224372005891
