case_id,online_baseline_ms,online_before_ms,inferred_hardware_ms,local_before_ms,local_after_ms,local_ratio,projected_online_ms,online_score_before,projected_score_after
1,1.592,0.927,1.678068441063796e-06,0.7769472122192382,0.7734015941619873,0.9954364749606046,0.9227696122884805,63.1997,63.306015739523595
2,0.25,0.103,-2.521432173466553e-07,0.10786559581756591,0.10309120416641235,0.9557375860674933,0.09844097136495181,70.8215,71.7481326457649
3,1.612,1.078,6.699779361684606e-06,1.086092758178711,1.080396842956543,0.9947555904601375,1.0723465265160284,59.925700000000006,60.051909505279426
4,22.077,13.669,6.61859737496819e-05,13.687583923339844,13.670975685119629,0.9987866201724692,13.652414311137482,61.7608,61.78946963334006
5,0.619,0.324,9.206219311159613e-07,0.3278464078903198,0.3249151945114136,0.9910591871426364,0.3211031766342142,65.6416,65.84386768486463
6,6.042,4.275,-2.1632510069664893e-05,4.288383865356446,4.285209655761719,0.9992598121589884,4.271835696979676,58.563500000000005,58.58146730993388
7,2.015,1.256,6.119634546780504e-06,1.2626815795898438,1.2588031768798829,0.9969284396219507,1.2521421201651701,61.602000000000004,61.67474063849585
8,6.59,4.51,1.8144171455844576e-05,4.520576095581054,4.5163520812988285,0.9990656026592817,4.50578586799336,59.369400000000006,59.391948317890474
9,0.497,0.241,5.650303848095762e-07,0.24478719234466553,0.2427903890609741,0.9918426970603924,0.23903408999155457,67.3442,67.5240732448112
10,0.396,0.192,-6.571779395606296e-07,0.1925376057624817,0.1913599967956543,0.9938837456601589,0.19082567916675053,67.3469,67.48167033026382
11,0.393,0.22,-6.484348978867541e-07,0.2205440044403076,0.22177278995513916,1.005571611515579,0.22122575453342738,64.1109,63.98295997173589
12,1.165,0.655,7.137249303797082e-07,0.5662975788116456,0.5623295783996582,0.992993082505643,0.6504104690411961,64.011,64.1728260455211
13,0.142,0.032,1.2654543624374051e-08,0.03127039968967438,0.032204800844192506,1.0298813307086276,0.032956202582676085,81.6092,81.16317443504894
14,0.101,0.005,-2.2083342539827752e-08,0.008064000308513642,0.008524800091981888,1.0571428281050228,0.0052857141405251145,95.283,95.02686313947193
15,0.101,0.011,3.982219390727802e-08,0.011161600053310395,0.012057600170373916,1.0802752394624442,0.011883027634086885,90.1786,89.47317728362539
