case_id,name,batch_size,seq_len,num_heads,candidate_ms,flashinfer_ms,slowdown_vs_flashinfer,effective_tflops,kv_bandwidth_GB_s,candidate_repeats,flashinfer_repeats,match_ratio,max_abs_error,severe_error_count,passed
4,b1_l16384_h64,1,16384,64,0.05870933334032694,0.08752639889717102,0.6707614397491739,38.86437208839363,321.4883720547267,3,20,0.9998779296875,0.017578125,0,True
8,b4_l16384_h64,4,16384,64,0.09361066420873006,0.15911680459976196,0.5883141283800649,97.49749754631952,806.5050348500696,3,20,0.9998703002929688,0.019775390625,0,True
10,b16_l4096_h64,16,4096,64,0.09326933821042378,0.14485759735107423,0.643869150917766,97.85429680447747,809.4564993017437,3,20,0.9957160949707031,0.0381317138671875,0,True
11,b16_l8192_h64,16,8192,64,0.145578662554423,0.21905920505523682,0.6645630915976101,125.38658267433996,1037.205187563474,3,20,0.99896240234375,0.0283203125,0,True
12,b16_l16384_h64,16,16384,64,0.24618667364120483,0.3982079982757568,0.6182363857762644,148.2908131299017,1226.6703291995543,3,20,0.9994430541992188,0.023773193359375,0,True
16,b1_l16384_h128,1,16384,128,0.07065600156784058,0.10886399745941162,0.6490300119117309,64.5862014653976,267.13042885504524,3,20,0.9998779296875,0.0224609375,0,True
20,b4_l16384_h128,4,16384,128,0.1397760013739268,0.28871679306030273,0.4841284079542007,130.59188150023118,540.1318628226475,3,20,0.9996185302734375,0.02197265625,0,True
22,b16_l4096_h128,16,4096,128,0.15479466319084167,0.265881609916687,0.5821939442872562,117.92144917487028,487.72658206518037,3,20,0.9956598281860352,0.086151123046875,0,True
23,b16_l8192_h128,16,8192,128,0.26205867528915405,0.4002431869506836,0.6547486224205082,139.30934351140309,576.1875420967958,3,20,0.9990415573120117,0.04196929931640625,0,True
24,b16_l16384_h128,16,16384,128,0.4599466721216838,0.759065580368042,0.6059379900991864,158.7454556311764,656.5758734745348,3,20,0.9996309280395508,0.02783203125,0,True
