case_id,name,batch_size,seq_len,num_heads,candidate_ms,flashinfer_ms,slowdown_vs_flashinfer,effective_tflops,kv_bandwidth_GB_s,candidate_repeats,flashinfer_repeats,match_ratio,max_abs_error,severe_error_count,passed
4,b1_l16384_h64,1,16384,64,0.058880001306533813,0.08234239816665649,0.715062988417752,38.75172087923856,320.55651462605425,3,20,0.999908447265625,0.019500732421875,0,True
8,b4_l16384_h64,4,16384,64,0.09335466225941975,0.15444480180740355,0.604453249102131,97.76486019131926,808.7166743767217,3,20,0.9998931884765625,0.01904296875,0,True
10,b16_l4096_h64,16,4096,64,0.0936959981918335,0.14079999923706055,0.6654545362182884,97.40870133336696,805.7705073532194,3,20,0.9956626892089844,0.03759765625,0,True
11,b16_l8192_h64,16,8192,64,0.14566399653752646,0.21383678913116455,0.6811924044004335,125.31312775904402,1036.5975641832686,3,20,0.9990730285644531,0.029541015625,0,True
12,b16_l16384_h64,16,16384,64,0.24703999360402426,0.3929343938827515,0.6287054466342772,147.778590354551,1222.433192271102,3,20,0.9995594024658203,0.021484375,0,True
16,b1_l16384_h128,1,16384,128,0.07057066758473714,0.10516480207443238,0.6710483564148146,64.66429903784788,267.453442711687,3,20,0.9998626708984375,0.0196533203125,0,True
20,b4_l16384_h128,4,16384,128,0.1395199994246165,0.28377599716186525,0.4916553930564979,130.83150145698315,541.1229380114193,3,20,0.9994926452636719,0.02239990234375,0,True
22,b16_l4096_h128,16,4096,128,0.1546239952246348,0.261299204826355,0.5917507300773814,118.05160629488005,488.26491574169137,3,20,0.9957685470581055,0.065185546875,0,True
23,b16_l8192_h128,16,8192,128,0.26154667139053345,0.3955712080001831,0.6611873313853833,139.58205555401062,577.315487125963,3,20,0.9988985061645508,0.0460205078125,0,True
24,b16_l16384_h128,16,16384,128,0.4598613182703654,0.7531136035919189,0.6106134799279834,158.7749200272434,656.6977390832678,3,20,0.9996709823608398,0.02557373046875,0,True
