case_id,name,batch_size,seq_len,num_heads,candidate_ms,flashinfer_ms,slowdown_vs_flashinfer,effective_tflops,kv_bandwidth_GB_s,candidate_repeats,flashinfer_repeats,match_ratio,max_abs_error,severe_error_count,passed
4,b1_l16384_h64,1,16384,64,0.05905066430568695,0.08666880130767822,0.6813370372581292,38.63972408825649,319.6300705830041,3,20,0.999786376953125,0.01806640625,0,True
8,b4_l16384_h64,4,16384,64,0.09412266810735066,0.15927040576934814,0.5909614385214602,96.96713541514265,802.117848103202,3,20,0.9998855590820312,0.0205535888671875,0,True
10,b16_l4096_h64,16,4096,64,0.0939520001411438,0.14406399726867675,0.6521546113004557,97.14328050801291,803.5749306729009,3,20,0.9960689544677734,0.040283203125,0,True
11,b16_l8192_h64,16,8192,64,0.14591999848683676,0.21850879192352296,0.6677992093696077,125.09327849017647,1034.7789580988863,3,20,0.9990520477294922,0.03157806396484375,0,True
12,b16_l16384_h64,16,16384,64,0.2461013396581014,0.39838719367980957,0.6177441031297235,148.3422319712603,1227.0956688799106,3,20,0.9995784759521484,0.02294921875,0,True
16,b1_l16384_h128,1,16384,128,0.07074133555094402,0.10842880010604858,0.6524220085600466,64.50829230830239,266.80819428985365,3,20,0.99993896484375,0.02001953125,0,True
20,b4_l16384_h128,4,16384,128,0.13960533340771994,0.2888063907623291,0.4833872721417963,130.7515304926782,540.7921757509669,3,20,0.9994735717773438,0.0218505859375,0,True
22,b16_l4096_h128,16,4096,128,0.15453867117563883,0.26640639305114744,0.5800861961520904,118.11678506834129,488.5344970657498,3,20,0.9959650039672852,0.041717529296875,0,True
23,b16_l8192_h128,16,8192,128,0.26205867528915405,0.3995520114898682,0.655881256390069,139.30934351140309,576.1875420967958,3,20,0.9991741180419922,0.03436279296875,0,True
24,b16_l16384_h128,16,16384,128,0.45951998233795166,0.7577856063842774,0.6063984040690876,158.89285958907854,657.1855405798285,3,20,0.999659538269043,0.023193359375,0,True
