case_id,name,batch_size,seq_len,total_q,total_kv,max_q,max_kv,visible_pairs,candidate_ms,flashinfer_ms,slowdown_vs_flashinfer,effective_tflops,candidate_repeats,flashinfer_repeats,match_ratio,max_abs_error,severe_error_count,passed
1,ragged_long,33,987,16294,16294,987,987,4156239,0.843673578898112,1.1544320424397787,0.7308126835383838,80.71346724516039,30,30,1.0,0.0078125,0,True
2,equal_b1_l1024,1,1024,1024,1024,1024,1024,524800,0.16190293629964192,0.13735253016153973,1.1787401084583484,53.10788918668313,30,30,1.0,0.00390625,0,True
4,equal_b1_l16384,1,16384,16384,16384,16384,16384,134225920,19.46402104695638,21.863731384277344,0.8902424158464257,112.98577349328781,6,5,1.0,0.00390625,0,True
6,equal_b4_l4096,4,4096,16384,16384,4096,4096,33562624,5.179328155517578,5.832342708812041,0.88803563406728,106.17014699680651,20,17,1.0,0.0078125,0,True
8,equal_b16_l2048,16,2048,32768,32768,2048,2048,33570816,5.387533489026521,6.294095993041992,0.8559662094417277,102.09203348142611,19,16,1.0,0.00390625,0,True
9,q_lt_kv_uniform,4,1024,2048,4096,512,1024,1573888,0.33029120763142905,0.35032745997111003,0.9428070744402015,78.07225986098656,30,30,1.0,0.0009765625,0,True
10,q_lt_kv_mixed,4,1280,1536,3584,640,1280,1209088,0.2574506600697835,0.27562665939331055,0.9340557282683223,76.94560886591033,30,30,1.0,0.0009765625,0,True
11,q_lt_kv_two,2,2048,1024,3072,512,2048,1311232,0.31487147013346356,0.33362773259480794,0.9437808652312368,68.22855395216968,30,30,1.0,0.0009765625,0,True
12,ragged_medium,27,873,12251,12251,873,873,2876787,0.6320810953776042,0.8509269078572591,0.7428147935399807,74.56840356828368,30,30,1.0,0.0078125,0,True
