case_id,name,batch_size,seq_len,total_q,total_kv,max_q,max_kv,visible_pairs,candidate_ms,flashinfer_ms,slowdown_vs_flashinfer,effective_tflops,candidate_repeats,flashinfer_repeats,match_ratio,max_abs_error,severe_error_count,passed
3,equal_b1_l4096,1,4096,4096,4096,4096,4096,8390656,1.6402858734130858,1.4688256581624348,1.116732856821929,83.81009074835777,30,30,1.0,0.00048828125,0,True
4,equal_b1_l16384,1,16384,16384,16384,16384,16384,134225920,20.520550537109376,21.85963592529297,0.938741642689749,107.16854157021969,5,5,1.0,0.00390625,0,True
6,equal_b4_l4096,4,4096,16384,16384,4096,4096,33562624,5.703281826443142,5.830234303193934,0.978225150114251,96.41642274566318,18,17,1.0,0.001953125,0,True
