case_id,online_baseline_ms,online_before_ms,inferred_hardware_ms,local_before_ms,local_after_ms,local_ratio,projected_online_ms,online_score_before,projected_score_after
1,1.572,1.093,0.37333365372292654,0.8945407867431641,0.8254975891113281,0.9228171608773617,1.0086391568389563,62.48479999999999,65.3590373632908
2,0.251,0.139,0.03582679112495672,0.16640000343322753,0.11393535614013672,0.6847076549842521,0.09517436404281106,67.5909,78.38139155430973
3,1.676,1.419,0.5728041657817299,1.6094464619954427,1.2011519622802735,0.7463137113557957,1.0590191564138742,56.591800000000006,69.40910537224359
4,22.434,19.991,9.16305931501175,21.05461730957031,18.10743459065755,0.8600220238829452,17.192700279443958,55.06870000000001,62.303184501768406
5,0.634,0.412,0.14330512417048635,0.4679338773091634,0.3955046463012695,0.8452148166223922,0.34822850444842557,64.617,70.54082774873515
6,6.059,5.171,2.291198889071882,5.5394134521484375,4.726853804154829,0.8533130529048232,4.412481796570841,56.679100000000005,63.979408327994356
7,2.017,1.607,0.5732245144604383,1.6766379038492838,1.3709414672851563,0.8176729537950329,1.3140004367486178,58.274300000000004,66.09024994175866
8,6.63,5.444,2.2917526115679525,5.768888685438368,4.961036318824405,0.8599639530828327,4.681643760582941,57.9167,64.47916261364882
9,0.502,0.31,0.10744426337591895,0.343338680267334,0.2941951942443848,0.8568658620558436,0.2656284172373115,66.0774,71.38180967498857
10,0.408,0.264,0.08393799274621574,0.2666410605112712,0.2318592071533203,0.869555524226995,0.22956265839592668,64.2822,68.99535923608548
11,0.43,0.319,0.08951340207244333,0.3476736068725586,0.2586726379394531,0.7440099933564148,0.23733918788069633,59.737300000000005,69.72720931684772
12,1.162,0.767,0.25510436915871065,0.670643170674642,0.6006476974487305,0.8956293357084384,0.6869477004883723,63.9203,67.74252908652424
13,0.408,0.241,0.009923228198134267,0.04036266803741455,0.03196415901184082,0.7919238386870597,0.19085364512358138,63.2718,68.75161130155546
14,0.106,0.005,1.0250769714242652e-05,0.007867733140786488,0.008611840009689332,1.0945770345266768,0.0054728851726333835,95.5039,95.09868320008576
15,0.104,0.013,0.0010034624288559294,0.0169813334941864,0.010839040279388428,0.6382914676929935,0.008297789080008914,89.5676,93.38628208003621
