case_id,online_baseline_ms,online_before_ms,inferred_hardware_ms,local_before_ms,local_after_ms,local_ratio,projected_online_ms,online_score_before,projected_score_after
1,1.572,1.093,0.37333365372292654,0.8945407867431641,0.8354713439941406,0.9339667417915253,1.020825648778137,62.48479999999999,64.92760233188088
2,0.251,0.139,0.03582679112495672,0.16640000343322753,0.13668352127075195,0.8214153753043634,0.11417673716730652,67.5909,73.30706462854694
3,1.676,1.419,0.5728041657817299,1.6094464619954427,1.3448550415039062,0.8356009803746515,1.1857177911516306,56.591800000000006,64.28470095858648
4,22.434,19.991,9.16305931501175,21.05461730957031,18.670677185058594,0.8867735238565412,17.727489515416114,55.06870000000001,60.77726251888957
5,0.634,0.412,0.14330512417048635,0.4679338773091634,0.399447021484375,0.8536398855782369,0.3516996328582336,64.617,70.19057744216084
6,6.059,5.171,2.291198889071882,5.5394134521484375,4.816627865745907,0.8695194730188986,4.496285194980725,56.679100000000005,63.08173665398531
7,2.017,1.607,0.5732245144604383,1.6766379038492838,1.3944677734375,0.8317047886344644,1.3365495953355844,58.274300000000004,65.41502945128057
8,6.63,5.444,2.2917526115679525,5.768888685438368,5.054374313354492,0.8761434981598052,4.769725203981979,57.9167,63.64594160139702
9,0.502,0.31,0.10744426337591895,0.343338680267334,0.3004211235046387,0.8749993541966248,0.2712497998009537,66.0774,70.66316302158268
10,0.408,0.264,0.08393799274621574,0.2666410605112712,0.24986623764038085,0.9370883732658225,0.24739133054217716,64.2822,66.47216555218732
11,0.43,0.319,0.08951340207244333,0.3476736068725586,0.27649023056030275,0.7952580382716584,0.25368731420865903,59.737300000000005,67.4684448530618
12,1.162,0.767,0.25510436915871065,0.670643170674642,0.6088038253784179,0.907790986324343,0.6962756865107711,63.9203,67.27378280853866
13,0.408,0.241,0.009923228198134267,0.04036266803741455,0.0382207989692688,0.9469344031925658,0.22821119116940836,63.2718,64.58461189353777
14,0.106,0.005,1.0250769714242652e-05,0.007867733140786488,0.008570880293846131,1.0893709967632879,0.005446854983816439,95.5039,95.12089909967702
15,0.104,0.013,0.0010034624288559294,0.0169813334941864,0.016389119625091552,0.9651255969210195,0.012546632759973253,89.5676,89.92212347794067
