case_id,name,batch_size,seq_len,total_q,total_kv,max_q,max_kv,visible_pairs,candidate_ms,flashinfer_ms,slowdown_vs_flashinfer,effective_tflops,candidate_repeats,flashinfer_repeats,match_ratio,max_abs_error,severe_error_count,passed
1,ragged_long,33,987,16294,16294,987,987,4156239,0.9234175682067871,1.2086655616760253,0.7639975833565638,73.74325778557295,10,20,1.0,0.0078125,0,True
2,equal_b1_l1024,1,1024,1024,1024,1024,1024,524800,0.16939519643783568,0.17267199754714965,0.9810229732912008,50.75895527625186,10,20,1.0,0.0078125,0,True
3,equal_b1_l4096,1,4096,4096,4096,4096,4096,8390656,1.6430591583251952,1.8545919418334962,0.8859410640492839,83.66862946318294,10,20,1.0,0.00390625,0,True
4,equal_b1_l16384,1,16384,16384,16384,16384,16384,134225920,21.661337280273436,26.586624145507812,0.8147456842102846,101.52454785341118,5,4,1.0,0.00390625,0,True
6,equal_b4_l4096,4,4096,16384,16384,4096,4096,33562624,5.699660873413086,6.934852091471354,0.8218864365431332,96.47767539662644,10,15,1.0,0.0078125,0,True
8,equal_b16_l2048,16,2048,32768,32768,2048,2048,33570816,5.935385513305664,7.213129316057477,0.8228586031436634,92.66866458985383,10,14,1.0,0.0078125,0,True
12,ragged_medium,27,873,12251,12251,873,873,2876787,0.6966527938842774,0.8700799942016602,0.8006767176890321,67.65677052007835,10,20,1.0,0.0078125,0,True
