case_id,online_baseline_ms,online_before_ms,inferred_hardware_ms,local_before_ms,local_after_ms,local_ratio,projected_online_ms,online_score_before,projected_score_after
1,1.572,1.093,0.37333365372292654,0.8945407867431641,0.8264191627502442,0.9238473806868701,1.009765187090749,62.48479999999999,65.31893255247093
2,0.251,0.139,0.03582679112495672,0.16640000343322753,0.11473920345306396,0.6895384680632303,0.09584584706078901,67.5909,78.19013700218643
3,1.676,1.419,0.5728041657817299,1.6094464619954427,1.2015616416931152,0.7465682581347757,1.0593803582932466,56.591800000000006,69.39333537573812
4,22.434,19.991,9.16305931501175,21.05461730957031,18.10982386271159,0.8601355036018549,17.19496885250468,55.06870000000001,62.29654974048144
5,0.634,0.412,0.14330512417048635,0.4679338773091634,0.39598081111907957,0.8462324065873424,0.3486477515139851,64.617,70.49833860856529
6,6.059,5.171,2.291198889071882,5.5394134521484375,4.728192138671875,0.8535546551120978,4.413731121584658,56.679100000000005,63.965838455029115
7,2.017,1.607,0.5732245144604383,1.6766379038492838,1.3718015670776367,0.8181859445788544,1.314824812938219,58.274300000000004,66.06531911347034
8,6.63,5.444,2.2917526115679525,5.768888685438368,4.961356735229492,0.8600194952197256,4.681946131976186,57.9167,64.47626496551622
9,0.502,0.31,0.10744426337591895,0.343338680267334,0.2952703952789307,0.8599974667841798,0.2665992147030957,66.0774,71.25665897545635
10,0.408,0.264,0.08393799274621574,0.2666410605112712,0.2327039957046509,0.8727237855207011,0.2303990793774651,64.2822,68.87271028039375
11,0.43,0.319,0.08951340207244333,0.3476736068725586,0.26004478931427,0.747956658699119,0.23859817412501896,59.737300000000005,69.547898183134
12,1.162,0.767,0.25510436915871065,0.670643170674642,0.6003456115722656,0.8951788936705944,0.686602211445346,63.9203,67.76001594821044
13,0.408,0.241,0.009923228198134267,0.04036266803741455,0.032742398977279666,0.8112050211083369,0.1955004100871092,63.2718,68.20424487567603
14,0.106,0.005,1.0250769714242652e-05,0.007867733140786488,0.009087999910116195,1.155097630727181,0.005775488153635905,95.5039,94.84118108856832
15,0.104,0.013,0.0010034624288559294,0.0169813334941864,0.011699199676513672,0.6889446980426431,0.008956281074554361,89.5676,92.83202812808105
