case_id,name,batch_size,seq_len,total_q,total_kv,max_q,max_kv,visible_pairs,candidate_ms,flashinfer_ms,slowdown_vs_flashinfer,effective_tflops,candidate_repeats,flashinfer_repeats,match_ratio,max_abs_error,severe_error_count,passed
1,ragged_long,33,987,16294,16294,987,987,4156239,0.9379072189331055,1.2080384254455567,0.7763885644508206,72.60400432087602,10,20,1.0,0.0078125,0,True
2,equal_b1_l1024,1,1024,1024,1024,1024,1024,524800,0.1728767991065979,0.17386239767074585,0.9943311574132639,49.73670986757553,10,20,1.0,0.0078125,0,True
3,equal_b1_l4096,1,4096,4096,4096,4096,4096,8390656,1.624729537963867,1.8572927474975587,0.8747837626313688,84.6125491608175,10,20,1.0,0.00390625,0,True
4,equal_b1_l16384,1,16384,16384,16384,16384,16384,134225920,21.248512268066406,26.61574363708496,0.7983437381197143,103.49700936874679,5,4,1.0,0.00390625,0,True
6,equal_b4_l4096,4,4096,16384,16384,4096,4096,33562624,5.614387130737304,6.929817708333333,0.8101781846275437,97.94302010374304,10,15,1.0,0.0078125,0,True
8,equal_b16_l2048,16,2048,32768,32768,2048,2048,33570816,5.847037887573242,7.2092710222516745,0.811044260858851,94.06887041265306,10,14,1.0,0.0078125,0,True
12,ragged_medium,27,873,12251,12251,873,873,2876787,0.6950399875640869,0.8702336311340332,0.7986820581254197,67.8137647492606,10,20,1.0,0.0078125,0,True
13,ragged_short,15,123,969,969,123,123,33612,0.06540799736976624,0.04756479859352112,1.3751345386475697,8.41944456557466,10,20,1.0,0.0078125,0,True
15,non_power_of_two,2,65,98,98,65,65,2706,0.030105599761009218,0.02232320010662079,1.348623836063731,1.472653072915023,10,20,1.0,0.0078125,0,True
