case_id,name,batch_size,seq_len,head_dim,logical_pages,candidate_ms,flashinfer_ms,slowdown_vs_flashinfer,effective_tflops,candidate_repeats,flashinfer_repeats,match_ratio,max_abs_error,severe_error_count,passed
2,b1_l1024_d128,1,1024,128,64,0.25949867566426593,0.3621887922286987,0.7164735111416959,66.20407267984274,3,20,1.0,0.001953125,0,True
4,b1_l4096_d128,1,4096,128,256,3.0545921325683594,4.595328140258789,0.6647168688145823,89.98841580622988,3,20,1.0,0.0009765625,0,True
8,b1_l1024_d256,1,1024,256,64,0.7039146423339844,0.7980160236358642,0.882080837333138,48.812364882868046,3,20,0.23343801498413086,0.7734375,457649,False
10,b1_l4096_d256,1,4096,256,256,10.253738403320312,11.989157284007353,0.8552509705580424,53.61515890730945,3,17,0.38598841428756714,0.4072265625,9909,False
