case_id,name,batch_size,seq_len,head_dim,logical_pages,candidate_ms,flashinfer_ms,slowdown_vs_flashinfer,effective_tflops,candidate_repeats,flashinfer_repeats,match_ratio,max_abs_error,severe_error_count,passed
4,b1_l4096_d128,1,4096,128,256,2.370560073852539,4.5827583312988285,0.5172780021286184,115.9548369922891,5,20,0.13890236616134644,0.48046875,2692215,False
12,b1_l16384_d128,1,16384,128,1024,36.11883544921875,70.75268046061198,0.5104942344809976,121.76601090274437,5,3,0.1449766755104065,0.47381591796875,9714433,False
