case_id,name,batch_size,seq_len,head_dim,logical_pages,candidate_ms,flashinfer_ms,slowdown_vs_flashinfer,effective_tflops,candidate_repeats,flashinfer_repeats,match_ratio,max_abs_error,severe_error_count,passed
2,b1_l1024_d128,1,1024,128,64,0.28723201155662537,0.35948801040649414,0.7990030355444547,59.81181934038412,1,20,1.0,0.001953125,0,True
3,b4_l1024_d128,4,1024,128,256,0.809984028339386,1.2259200096130372,0.6607152358945982,84.84053306197578,1,20,1.0,0.001953125,0,True
4,b1_l4096_d128,1,4096,128,256,2.5239040851593018,4.583091354370117,0.5506990565991408,108.9098070565746,1,20,1.0,0.00048828125,0,True
5,b4_l4096_d128,4,4096,128,1024,9.88646411895752,17.784212748209637,0.5559123847049572,111.21383889591644,1,12,1.0,0.00048828125,0,True
6,b16_l1024_d128,16,1024,128,1024,2.997760057449341,4.734131240844727,0.6332228459544016,91.69443240159829,1,20,1.0,0.001953125,0,True
7,b1_l8192_d128,1,8192,128,512,9.698047637939453,17.998804728190105,0.5388162038754811,113.3745335993847,1,12,1.0,0.00048828125,0,True
12,b1_l16384_d128,1,16384,128,1024,38.17113494873047,70.74525960286458,0.539557493505683,115.21917063800258,1,3,1.0,0.000244140625,0,True
13,b16_l4096_d128,16,4096,128,4096,38.83750534057617,70.05201212565105,0.5544095617255651,113.24225056517889,1,3,1.0,0.00048828125,0,True
14,b16_l8192_d128,16,8192,128,8192,152.14694213867188,282.6132507324219,0.5383574257200153,115.62628730574083,1,1,1.0,0.00048828125,0,True
15,b4_l16384_d128,4,16384,128,4096,150.51263427734375,281.94354248046875,0.533839622476086,116.88178955129817,1,1,1.0,0.00048828125,0,True
21,b16_l16384_d128,16,16384,128,16384,601.9696655273438,1123.725341796875,0.5356911009631355,116.89749202896932,1,1,1.0,0.00048828125,0,True
22,b4_l8192_d128,4,8192,128,2048,38.57177734375,70.7613016764323,0.5450970577127849,114.02239704716744,1,3,1.0,0.00048828125,0,True
