case_id,name,batch_size,seq_len,head_dim,logical_pages,candidate_ms,flashinfer_ms,slowdown_vs_flashinfer,effective_tflops,candidate_repeats,flashinfer_repeats,match_ratio,max_abs_error,severe_error_count,passed
1,partial_page_b1_l257_d128,1,257,128,17,0.07790933549404144,0.061977601051330565,1.2570563263575825,13.889822177764092,3,20,1.0,0.0009765625,0,True
2,b1_l1024_d128,1,1024,128,64,0.36556800206502277,0.3577600002288818,1.0218246920593292,46.99500253565479,3,20,1.0,0.00048828125,0,True
3,b4_l1024_d128,4,1024,128,256,1.2648106416066487,1.236582374572754,1.0228276478901357,54.33182997947253,3,20,1.0,0.00048828125,0,True
4,b1_l4096_d128,1,4096,128,256,4.692991892496745,4.601203155517578,1.0199488555225165,58.57199697776606,3,20,1.0,0.00048828125,0,True
5,b4_l4096_d128,4,4096,128,1024,18.061055501302082,17.77847417195638,1.0158945771505772,60.87748457983159,3,12,1.0,0.00048828125,0,True
6,b16_l1024_d128,16,1024,128,1024,4.820309321085612,4.7327617645263675,1.0184981963840738,57.024951851449444,3,20,1.0,0.00048828125,0,True
7,b1_l8192_d128,1,8192,128,512,18.208853403727215,18.085931142171223,1.0067965680389754,60.38335327313571,3,12,1.0,0.000244140625,0,True
8,b1_l1024_d256,1,1024,256,64,0.7744853496551514,0.7894527912139893,0.9810407389454896,44.36460726248608,3,20,1.0,0.000244140625,0,True
9,b4_l1024_d256,4,1024,256,256,3.0127786000569663,3.1124223709106444,0.9679851385901317,45.618670243276846,3,20,1.0,0.0009765625,0,True
10,b1_l4096_d256,1,4096,256,256,11.492010752360025,11.991341085994945,0.958359091776807,47.83808732297791,3,17,1.0,0.000244140625,0,True
11,b16_l1024_d256,16,1024,256,1024,11.857407887776693,12.297020407284007,0.9642504846745709,46.363911833944776,3,17,1.0,0.0009765625,0,True
12,b1_l16384_d128,1,16384,128,1024,71.3157958984375,71.22082010904948,1.0013335396762153,61.670019323171566,3,3,1.0,0.000244140625,0,True
