case_id,name,batch_size,seq_len,head_dim,logical_pages,candidate_ms,flashinfer_ms,slowdown_vs_flashinfer,effective_tflops,candidate_repeats,flashinfer_repeats,match_ratio,max_abs_error,severe_error_count,passed
4,b1_l4096_d128,1,4096,128,256,2.920806312561035,4.581542587280273,0.6375159145459137,94.1102824113593,5,20,1.0,0.00048828125,0,True
12,b1_l16384_d128,1,16384,128,1024,44.16604309082031,70.74585469563802,0.6242916038095934,99.57981750957698,5,3,1.0,0.000244140625,0,True
