case_id,name,batch_size,seq_len,head_dim,logical_pages,candidate_ms,flashinfer_ms,slowdown_vs_flashinfer,effective_tflops,candidate_repeats,flashinfer_repeats,match_ratio,max_abs_error,severe_error_count,passed
4,b1_l4096_d128,1,4096,128,256,2.691242535909017,4.58263053894043,0.5872702398852496,102.13791706853908,3,20,0.372971773147583,0.2265625,2673,False
12,b1_l16384_d128,1,16384,128,1024,40.49740854899088,70.70898946126302,0.5727335216857661,108.6006899869545,3,3,0.6462862491607666,0.12939453125,0,False
