case_id,name,batch_size,seq_len,head_dim,logical_pages,candidate_ms,flashinfer_ms,slowdown_vs_flashinfer,effective_tflops,candidate_repeats,flashinfer_repeats,match_ratio,max_abs_error,severe_error_count,passed
1,partial_page_b1_l257_d128,1,257,128,17,0.06519466638565063,0.0630400002002716,1.0341793492787734,16.598701642227912,3,20,1.0,0.00390625,0,True
2,b1_l1024_d128,1,1024,128,64,0.25975465774536133,0.3606015920639038,0.7203369687267744,66.13883012962756,3,20,1.0,0.001953125,0,True
4,b1_l4096_d128,1,4096,128,256,3.1012694040934243,4.603852844238281,0.673624789718173,88.63399825283912,3,20,1.0,0.0009765625,0,True
