case_id,name,batch_size,seq_len,head_dim,logical_pages,candidate_ms,flashinfer_ms,slowdown_vs_flashinfer,effective_tflops,candidate_repeats,flashinfer_repeats,match_ratio,max_abs_error,severe_error_count,passed
1,partial_page_b1_l257_d128,1,257,128,17,0.06215680241584778,0.06231039762496948,0.9975349987325365,17.409949899933896,5,20,1.0,0.0009765625,0,True
2,b1_l1024_d128,1,1024,128,64,0.305459189414978,0.3575040102005005,0.8544217147205315,56.24276426878253,5,20,1.0,0.00048828125,0,True
3,b4_l1024_d128,4,1024,128,256,1.0706944465637207,1.2369536399841308,0.8655897941150462,64.18215482161864,5,20,1.0,0.00048828125,0,True
4,b1_l4096_d128,1,4096,128,256,3.9915008544921875,4.600460815429687,0.8676306601949347,68.86580185361652,5,20,1.0,0.00048828125,0,True
5,b4_l4096_d128,4,4096,128,1024,15.519129943847656,17.778004964192707,0.8729399038365255,70.84879318327289,5,12,1.0,0.00048828125,0,True
7,b1_l8192_d128,1,8192,128,512,15.736320495605469,18.0970458984375,0.8695518917241705,69.87094779132454,5,12,1.0,0.000244140625,0,True
8,b1_l1024_d256,1,1024,256,64,0.698367977142334,0.7904128074645996,0.8835484072967934,49.20004853114443,5,20,1.0,0.000244140625,0,True
9,b4_l1024_d256,4,1024,256,256,2.725939178466797,3.1170560836791994,0.8745236227027555,50.418936180851425,5,20,1.0,0.0009765625,0,True
10,b1_l4096_d256,1,4096,256,256,10.356428527832032,11.985934986787683,0.8640484483895594,53.083532842483045,5,17,1.0,0.000244140625,0,True
12,b1_l16384_d128,1,16384,128,1024,61.71424102783203,71.24565124511719,0.8662176560855229,71.26469414280828,4,3,1.0,0.000244140625,0,True
